STOCK_CODE,STOCK_NAME,ETF_A_SHARES,ETF_B_SHARES,COMMON_HOLDING
6850,CHINO CORPORATION,498200.0,12500.0,True
6855,JAPAN ELECTRON MAT,419900.0,10500.0,True
6856,HORIBA LTD,1230700.0,30800.0,True
6857,ADVANTEST CORP,18048500.0,452000.0,True
6859,ESPEC CORP,586400.0,14700.0,True
6861,KEYENCE CORP,5996600.0,150200.0,True
6866,HIOKI E.E. CORP,314400.0,7900.0,True
6869,SYSMEX CORP,15520800.0,388700.0,True
6871,MICRONICS JAPAN CO,897200.0,22500.0,True
6875,MEGACHIPS CORP,384200.0,9600.0,True
6877,OBARA GROUP INC.,280800.0,7000.0,True
6902,DENSO CORP,58724600.0,1470600.0,True
6905,COSEL CO LTD,738600.0,18500.0,True
6908,IRISO ELECTRONICS,493500.0,12400.0,True
6914,OPTEX GROUP COMPAN,1099600.0,27500.0,True
6915,CHIYODA INTEGRE CO,151100.0,3800.0,True
6920,LASERTEC CORP,2536100.0,63500.0,True
6923,STANLEY ELECTRIC,2541900.0,63700.0,True
6925,USHIO INC,2246000.0,56200.0,True
6929,NIPPON CERAMIC,427300.0,10700.0,True
6941,YAMAICHI ELECTRONI,552200.0,13800.0,True
6947,ZUKEN INC,498700.0,12500.0,True
6951,JEOL LTD,1386100.0,34700.0,True
6952,CASIO COMPUTER CO,4729900.0,118400.0,True
6954,FANUC CORP,28622900.0,716800.0,True
6958,CMK CORP,1917800.0,48000.0,True
6961,ENPLAS CORP,174500.0,4400.0,True
6962,DAISHINKU CORP,864500.0,21600.0,True
6963,ROHM CO LTD,11765400.0,294600.0,True
6965,HAMAMATSU PHOTONIC,9303000.0,233000.0,True
6966,MITSUI HIGH TEC,3096300.0,77500.0,True
6971,KYOCERA CORP,34990000.0,876200.0,True
6976,TAIYO YUDEN CO LTD,3391900.0,84900.0,True
6981,MURATA MFG CO,57200800.0,1432400.0,True
6986,FUTABA CORP,1236300.0,31000.0,True
6988,NITTO DENKO CORP,18254600.0,457100.0,True
6995,TOKAI RIKA CO,1600100.0,40100.0,True
6996,NICHICON CORP,1569000.0,39300.0,True
6997,NIPPON CHEMI-CON,941200.0,23600.0,True
6999,KOA CORPORATION,1092200.0,27300.0,True
7003,MITSUI E&S CO LTD,3004200.0,75200.0,True
7004,KANADEVIA CORP,4960000.0,124200.0,True
7011,MITSUBISHI HVY IND,113430300.0,2840500.0,True
7012,KAWASAKI HEAVY IND,23588400.0,590700.0,True
7013,IHI CORPORATION,31551000.0,790100.0,True
7014,NAMURA SHIPBUILDNG,1868700.0,46800.0,True
7033,MANAGEMENT SOLUTIO,303000.0,7600.0,True
7034,PRORED PARTNERS CO,150700.0,3800.0,True
7038,FRONTIER MANAGEMEN,240100.0,6000.0,True
7071,AMVIS HOLDINGS INC,1319500.0,33000.0,True
7085,CURVES HOLDINGS CO,1683100.0,42100.0,True
7095,MACBEE PLANET INC,263000.0,6600.0,True
7102,NIPPON SHARYO LTD,230300.0,5800.0,True
7128,UNISOL HLDGS CORP,599100.0,15000.0,True
7130,YAMAE GRP HLDGS CO,622400.0,15600.0,True
7148,FINANCIAL PARTNERS,2066300.0,51700.0,True
7157,LIFENET INSURANCE,1260700.0,31600.0,True
7164,ZENKOKU HOSHO CO L,3396300.0,85000.0,True
7167,MEBUKIFINANCIAL G,27596700.0,691100.0,True
7172,JAPAN INVESTMENT A,1113600.0,27900.0,True
7173,TOKYO KIRABOSHI,7130400.0,178600.0,True
7180,KYUSHU FINANCIAL G,11425200.0,286100.0,True
7181,JAPAN POST INSURAN,19452900.0,487100.0,True
7182,JAPAN POST BANK CO,64122600.0,1605700.0,True
7184,THE FIRST BANK OF,1835800.0,46000.0,True
7186,YOKOHAMA FINANCIAL,30787800.0,771000.0,True
7187,J-LEASE CO LTD,444600.0,11100.0,True
7189,NISHI-NIPPON FINAN,3609500.0,90400.0,True
7198,SBI ARUHI CORP,601700.0,15100.0,True
7199,PREMIUM GROUP CO L,1004800.0,25200.0,True
7201,NISSAN MOTOR CO,91574100.0,2293200.0,True
7202,ISUZU MOTORS,15438400.0,386600.0,True
7203,TOYOTA MOTOR CORP,294431600.0,7373100.0,True
7211,MITSUBISHI MOTOR C,22915600.0,573800.0,True
7220,MUSASHI SEIMITSU,1323000.0,33100.0,True
7222,NISSAN SHATAI CO,910900.0,22800.0,True
7224,SHINMAYWA INDS,1726000.0,43200.0,True
7226,KYOKUTO KAIHATSU,990000.0,24800.0,True
7231,TOPY INDUSTRIES,431800.0,10800.0,True
7236,T.RAD CO LTD,1058100.0,26500.0,True
7238,AKEBONO BRAKE IND,3681700.0,92200.0,True
7239,TACHI-S CO LTD,1106000.0,27700.0,True
7240,NOK CORP,2164000.0,54200.0,True
7241,FUTABA INDUSTRIAL,1606400.0,40200.0,True
7242,KYB CORPORATION,1018100.0,25500.0,True
7244,ICHIKOH INDUSTRIES,1297600.0,32500.0,True
7245,DAIDO METAL CO LTD,1171700.0,29300.0,True
7246,PRESS KOGYO CO,2418000.0,60600.0,True
7259,AISIN CORPORATION,14646400.0,366800.0,True
7261,MAZDA MOTOR CORP,19826600.0,496500.0,True
7267,HONDA MOTOR CO,111767800.0,2798900.0,True
7269,SUZUKI MOTOR CORP,44036200.0,1102700.0,True
7270,SUBARU CORPORATION,17687000.0,442900.0,True
7272,YAMAHA MOTOR CO,29667600.0,742900.0,True
7276,KOITO MFG CO LTD,6210100.0,155500.0,True
7278,EXEDY CORP,980300.0,24500.0,True
7280,MITSUBA CORP,1138000.0,28500.0,True
7282,TOYODA GOSEI,1845500.0,46200.0,True
7283,AISAN INDUSTRY CO,994900.0,24900.0,True
7294,YOROZU CORP,561600.0,14100.0,True
7296,F.C.C. CO LTD,1166800.0,29200.0,True
7309,SHIMANO INC,2521400.0,63100.0,True
7313,TS TECH CO.LTD.,2223700.0,55700.0,True
7322,SAN JU SAN FINL GP,2287500.0,57300.0,True
7327,DAISHI HOKUETSU FI,5561000.0,139300.0,True
7337,HIROGIN HOLDINGS I,8212700.0,205700.0,True
7350,OKINAWA FINANCIAL,503000.0,12600.0,True
7354,DIRECT MARKETING M,640800.0,16000.0,True
7358,POPPINS CORPORATIO,114100.0,2900.0,True
7366,LITALICO INC,561200.0,14100.0,True
7380,JUROKU FINANCIAL G,4144100.0,103800.0,True
7381,CCI GROUP INC,6161900.0,154300.0,True
7383,NET PROTECTIONS HL,1785700.0,44700.0,True
7384,PROCREA HOLDINGS,722800.0,18100.0,True
7388,FP PARTNER INC,313000.0,7800.0,True
7389,AICHI FINANCIAL GR,6056200.0,151700.0,True
7414,ONOKEN CO LTD,675800.0,16900.0,True
7419,NOJIMA CORP,6208100.0,155500.0,True
7421,KAPPA CREATE CO LT,996900.0,25000.0,True
7433,HAKUTO CO LTD,379000.0,9500.0,True
7438,KONDOTEC INC,531500.0,13300.0,True
7447,NAGAILEBEN CO,688900.0,17300.0,True
7453,RYOHIN KEIKAKU CO,13846100.0,346700.0,True
7456,MATSUDA SANGYO,482500.0,12100.0,True
7458,DAIICHIKOSHO CO,2097400.0,52500.0,True
7459,MEDIPAL HLDG CORP,6777500.0,169700.0,True
7463,ADVAN GROUP CO LTD,388300.0,9700.0,True
7466,SPK CORPORATION,515500.0,12900.0,True
7475,ALBIS CO LTD,207500.0,5200.0,True
7476,AS ONE CORPORATION,2017700.0,50500.0,True
7480,SUZUDEN CORP,327500.0,8200.0,True
7482,SHIMOJIMA CO LTD,477100.0,11900.0,True
7483,DOSHISHA CO LTD,754000.0,18900.0,True
7504,KOHSOKU CORP,423500.0,10600.0,True
7508,G-7 HOLDINGS INC,691500.0,17300.0,True
7510,TAKEBISHI CORP,242700.0,6100.0,True
7512,AEON HOKKAIDO CORP,1875100.0,47000.0,True
7513,KOJIMA CO LTD,1222500.0,30600.0,True
7516,KOHNAN SHOJI,699700.0,17500.0,True
7520,ECO'S CO LTD,235000.0,5900.0,True
7522,WATAMI CO LTD,765400.0,19200.0,True
7525,RIX CORP,159800.0,4000.0,True
7527,SYSTEMSOFT CORP,2471900.0,61900.0,True
7532,PAN PACIFIC INTL H,64097100.0,1605100.0,True
7537,MARUBUN CORP,565900.0,14200.0,True
7545,NISHIMATSUYA CHAIN,1404100.0,35200.0,True
7550,ZENSHO HOLDINGS,3242500.0,81200.0,True
7552,HAPPINET CORP,862500.0,21600.0,True
7554,KOURAKUEN CORP,607200.0,15200.0,True
7570,HASHIMOTO SOGYO HO,214800.0,5400.0,True
7575,JAPAN LIFELINE CO,1598200.0,40000.0,True
7581,SAIZERIYA COMPANY,937300.0,23500.0,True
7590,TAKASHO CO LTD,512600.0,12800.0,True
7593,VT HOLDINGS CO LTD,2472900.0,61900.0,True
7595,ARGO GRAPHICS,2151800.0,53900.0,True
7596,UORIKI CO LTD,221200.0,5500.0,True
7599,IDOM INC,1916700.0,48000.0,True
7600,JAPAN MEDICAL DYNA,474800.0,11900.0,True
7606,UNITED ARROWS LTD,677200.0,17000.0,True
7607,SHINWA(WHOLESALE),371600.0,9300.0,True
7609,DAITRON CO LTD,572000.0,14300.0,True
7611,HIDAY HIDAKA CORP,1026100.0,25700.0,True
7613,SIIX CORP,1016700.0,25500.0,True
7616,COLOWIDE CO LTD,3579200.0,89600.0,True
7628,OHASHI TECHNICA,577900.0,14500.0,True
7630,ICHIBANYA CO LTD,2504700.0,62700.0,True
7637,HAKUDO CO LTD,178000.0,4500.0,True
7649,SUGI HOLDINGS,6814200.0,170600.0,True
7679,YAKUODO HLDGS CO L,354000.0,8900.0,True
7683,WA INC,256900.0,6400.0,True
7701,SHIMADZU CORP,7963700.0,199400.0,True
7702,JMS CO LTD,554400.0,13900.0,True
7715,NAGANO KEIKI CO,381100.0,9500.0,True
7717,V TECHNOLOGY,293200.0,7300.0,True
7721,TOKYO KEIKI INC,497600.0,12500.0,True
7723,AICHI TOKEI DENKI,285300.0,7100.0,True
7725,INTER ACTION CORP,309600.0,7800.0,True
7729,TOKYO SEIMITSU CO,1137400.0,28500.0,True
7730,MANI INC,2638300.0,66100.0,True
7731,NIKON CORP,7477300.0,187200.0,True
7733,OLYMPUS CORP,32475500.0,813200.0,True
7734,RIKEN KEIKI CO LTD,848600.0,21200.0,True
7735,SCREEN HOLDINGS CO,4275900.0,107100.0,True
7740,TAMRON CO LTD,2679900.0,67100.0,True
7741,HOYA CORP,11258100.0,281900.0,True
7744,NORITSU KOKI CO,1685200.0,42200.0,True
7745,A&D HOLON HOLDINGS,811400.0,20300.0,True
7747,ASAHI INTECC CO LT,7136900.0,178700.0,True
7751,CANON INC,26906600.0,673800.0,True
7752,RICOH CO,14047600.0,351800.0,True
7762,CITIZEN WATCH CO,4962700.0,124300.0,True
7780,MENICON CO LTD,2237100.0,56000.0,True
7818,TRANSACTION CO LTD,1032000.0,25800.0,True
7820,NIHON FLUSH CO LTD,561700.0,14100.0,True
7821,MAEDA KOSEN CO.LTD,1220800.0,30600.0,True
7823,ARTNATURE INC,539600.0,13500.0,True
7826,FURUYA METAL CO LT,569100.0,14300.0,True
7832,BANDAI NAMCO HLDGS,15903400.0,398200.0,True
7839,SHOEI CO LTD,1407500.0,35200.0,True
7840,FRANCE BED HOLDING,856800.0,21500.0,True
7844,MARVELOUS INC,1115700.0,27900.0,True
7846,PILOT CORP (NEW),2515300.0,63000.0,True
7856,HAGIHARA INDUSTRIE,434200.0,10900.0,True
7860,AVEX INC,1029000.0,25800.0,True
7864,FUJI SEAL INTL INC,1213700.0,30400.0,True
7867,TOMY COMPANY LTD,2937800.0,73600.0,True
7868,KOSAIDO HOLDINGS C,2210600.0,55400.0,True
7874,LEC INC,598800.0,15000.0,True
7888,SANKO GOSEI LTD,756700.0,18900.0,True
7893,PRONEXUS INC,621300.0,15600.0,True
7911,TOPPAN HOLDINGS IN,7266400.0,182000.0,True
7912,DAI NIPPON PRINTNG,12932300.0,323800.0,True
7914,KYODO PRINTING CO,605500.0,15200.0,True
7915,NISSHA CO LTD,1183900.0,29600.0,True
7917,ZACROS CORPORATION,1900300.0,47600.0,True
7921,TAKARA & COMPANY L,353800.0,8900.0,True
7931,MIRAI INDUSTRY CO,287100.0,7200.0,True
7936,ASICS CORP,24695100.0,618400.0,True
7937,TSUTSUMI JEWELRY,140100.0,3500.0,True
7942,JSP CORP,352500.0,8800.0,True
7943,NICHIHA CORP,695700.0,17400.0,True
7944,ROLAND CORPORATION,834100.0,20900.0,True
7947,FP CORP,1137400.0,28500.0,True
7949,KOMATSU WALL IND,442100.0,11100.0,True
7951,YAMAHA CORP,9340300.0,233900.0,True
7952,KAWAI MUSICAL INST,161600.0,4000.0,True
7955,CLEANUP CORP,653500.0,16400.0,True
7956,PIGEON CORP,3544900.0,88800.0,True
7962,KING JIM CO LTD,528900.0,13200.0,True
7965,ZOJIRUSHI CORP,1627300.0,40800.0,True
7966,LINTEC CORP,1299900.0,32600.0,True
7970,SHIN-ETSU POLYMER,1296400.0,32500.0,True
7972,ITOKI CORPORATION,1316200.0,33000.0,True
7974,NINTENDO CO LTD,37510100.0,939300.0,True
7976,MITSUBISHI PENCIL,908500.0,22700.0,True
7979,SHOFU INC,722100.0,18100.0,True
7981,TAKARA STANDARD CO,1278200.0,32000.0,True
7984,KOKUYO CO LTD,10872800.0,272300.0,True
7987,NAKABAYASHI CO LTD,645500.0,16200.0,True
7988,NIFCO INC,2246700.0,56300.0,True
7989,TACHIKAWA CORP,314200.0,7900.0,True
7990,GLOBERIDE INC,547400.0,13700.0,True
7994,OKAMURA CORP,1804400.0,45200.0,True
7995,VALQUA LTD,502700.0,12600.0,True
8001,ITOCHU CORP,213151500.0,5337700.0,True
8002,MARUBENI CORP,48393600.0,1211900.0,True
8005,SCROLL CORPORATION,1086800.0,27200.0,True
8008,YONDOSHI HLDGS INC,599900.0,15000.0,True
8011,SANYO SHOKAI,841900.0,21100.0,True
8012,NAGASE & CO,10839800.0,271400.0,True
8014,CHORI CO LTD,340300.0,8500.0,True
8015,TOYOTA TSUSHO CORP,16929100.0,423900.0,True
8016,ONWARD HOLDINGS,3499300.0,87600.0,True
8018,SANKYO SEIKO CO,824900.0,20700.0,True
8020,KANEMATSU CORP,5303400.0,132800.0,True
8022,MIZUNO CORP,1608500.0,40300.0,True
8029,LOOK HOLDINGS INCO,192800.0,4800.0,True
8031,MITSUI & CO,89896000.0,2251100.0,True
8032,JAPAN PULP & PAPER,3367200.0,84300.0,True
8035,TOKYO ELECTRON,12589100.0,315300.0,True
8037,KAMEI CORP,591600.0,14800.0,True
8043,STARZEN CO LTD,1444100.0,36200.0,True
8050,SEIKO GROUP CORPOR,1670500.0,41800.0,True
8051,YAMAZEN CORP,1922600.0,48100.0,True
8052,TSUBAKIMOTO KOGYO,437000.0,10900.0,True
8053,SUMITOMO CORP,149972600.0,3755600.0,True
8056,BIPROGY INC,1996400.0,50000.0,True
8057,UCHIDA YOKO CO,1284500.0,32200.0,True
8058,MITSUBISHI CORP,116440000.0,2915900.0,True
8059,DAIICHI JITSUGYO,587400.0,14700.0,True
8060,CANON MARKETING JP,2987800.0,74800.0,True
8061,SEIKA CORP,911400.0,22800.0,True
8065,SATO SHOJI CORP,439800.0,11000.0,True
8070,TOKYO SANGYO CO,642900.0,16100.0,True
8074,YUASA CO LTD,544900.0,13600.0,True
8075,SHINSHO CORP,476700.0,11900.0,True
8078,HANWA CO LTD,5218900.0,130700.0,True
8079,SHOEI FOODS CORP,421700.0,10600.0,True
8081,KANADEN CORP,504300.0,12600.0,True
8084,RYODEN CORPORATION,484400.0,12100.0,True
8086,NIPRO CORP,4996200.0,125100.0,True
8088,IWATANI CORP,6300800.0,157800.0,True
8093,KYOKUTO BOEKI,354100.0,8900.0,True
8095,ASTENA HOLDINGS CO,1292300.0,32400.0,True
8097,SAN-AI OBBLI CO LT,1412400.0,35400.0,True
8098,INABATA & CO,1444800.0,36200.0,True
8101,GSI CREOS CORP,368000.0,9200.0,True
8103,MEIWA CORPORATION,904100.0,22600.0,True
8111,GOLDWIN INC,3509700.0,87900.0,True
8113,UNICHARM CORP,37573200.0,940900.0,True
8125,WAKITA & CO,1049600.0,26300.0,True
8129,TOHO HOLDINGS CO,1800600.0,45100.0,True
8130,SANGETSU CORP,1592400.0,39900.0,True
8131,MITSUUROKO GROUP,767400.0,19200.0,True
8132,SHINANEN HOLDINGS,123800.0,3100.0,True
8133,ITOCHU ENEX CO LTD,1571900.0,39400.0,True
8136,SANRIO CO LTD,31487300.0,788500.0,True
8137,SUN-WA TECHNOS,359600.0,9000.0,True
8141,SHINKO SHOJI CO,417100.0,10200.0,True
8142,TOHO CO(WHOLESALE),740600.0,18500.0,True
8150,SANSHIN ELECTRONIC,364900.0,9100.0,True
8151,TOYO CORPORATION,526200.0,13200.0,True
8153,MOS FOOD SERVICES,932800.0,23400.0,True
8154,KAGA ELECTRONICS,1176500.0,29500.0,True
8157,TSUZUKI DENKI CO,382900.0,9600.0,True
8158,SODA NIKKA CO LTD,617900.0,15500.0,True
8159,TACHIBANA ELETECH,378600.0,9500.0,True
8160,KISOJI CO LTD,959700.0,24000.0,True
8163,SRS HLDS CO LTD,1045900.0,26200.0,True
8165,SENSHUKAI CO,1400200.0,35100.0,True
8167,RETAIL PARTNERS CO,941000.0,23600.0,True
8173,JOSHIN CORP,690400.0,17300.0,True
8174,NIPPON GAS CO LTD,2903700.0,72700.0,True
8179,ROYAL HOLDINGS CO,2458800.0,61600.0,True
8185,CHIYODA CO LTD,616200.0,15400.0,True
8194,LIFE CORPORATION,1217200.0,30500.0,True
8200,RINGER HUT CO LTD,876500.0,21900.0,True
8203,MRMAX HOLDINGS LTD,532700.0,13300.0,True
8214,AOKI HOLDINGS INC,1359600.0,34000.0,True
8217,OKUWA CO LTD,846000.0,21200.0,True
8218,KOMERI CO LTD,844300.0,21100.0,True
8219,AOYAMA TRADING CO,4066500.0,101800.0,True
8227,SHIMAMURA CO,4468000.0,111900.0,True
8233,TAKASHIMAYA CO,8893600.0,222700.0,True
8237,MATSUYA CO (TOKYO),1194500.0,29900.0,True
8242,H2O RETAILING CO,3087000.0,77300.0,True
8244,KINTETSU DPT STORE,362600.0,9100.0,True
8252,MARUI GROUP,3705100.0,92800.0,True
8253,CREDIT SAISON CO,2888900.0,72300.0,True
8255,AXIAL RETAILING IN,1730000.0,43300.0,True
8267,AEON CO LTD,74871300.0,1874900.0,True
8273,IZUMI CO LTD,3373400.0,84500.0,True
8275,FORVAL CORP,248900.0,6200.0,True
8276,HEIWADO CO LTD,1039900.0,26000.0,True
8278,FUJI CO(TOKYO),973400.0,24400.0,True
8281,XEBIO HOLDINGS CO,751800.0,18800.0,True
8282,K'S HOLDINGS CORP,4142300.0,103700.0,True
8285,MITANI SANGYO CO,1107700.0,27700.0,True
8303,SBI SHINSEI BANK L,10036300.0,251300.0,True
8304,AOZORA BANK,3760100.0,94200.0,True
8306,MITSUBISHI UFJ FIN,372420200.0,9326000.0,True
8308,RESONA HOLDINGS,72400200.0,1813000.0,True
8309,SUMITOMO MITSUI,81452100.0,2039700.0,True
8316,SUMITOMO MITSUI FG,128693700.0,3222700.0,True
8331,CHIBA BANK,17383300.0,435300.0,True
8334,GUNMA BANK,10648600.0,266700.0,True
8336,MUSASHINO BANK,2471000.0,61900.0,True
8337,CHIBA KOGYO BANK,1115800.0,27900.0,True
8338,TSUKUBA BANK LTD,2590600.0,64900.0,True
8341,77TH BANK,5670200.0,142000.0,True
8343,AKITA BANK,395400.0,9900.0,True
8344,YAMAGATA BANK,758200.0,19000.0,True
8345,BANK OF IWATE LTD,1492700.0,37400.0,True
8346,TOHO BANK,6791700.0,170100.0,True
8354,FUKUOKA FINANCIAL,4712800.0,118000.0,True
8358,SURUGA BANK,3472600.0,87000.0,True
8359,HACHIJUNI NAGANO,12174600.0,304900.0,True
8360,YAMANASHI CHUO BK,716500.0,17900.0,True
8361,OGAKI KYORITSU BK,1203000.0,30100.0,True
8362,FUKUI BANK,568300.0,14200.0,True
8364,SHIMIZU BANK,234800.0,5900.0,True
8366,SHIGA BANK,4042300.0,101200.0,True
8367,NANTO BANK,4441600.0,111200.0,True
8368,HYAKUGO BANK LTD,5553700.0,139100.0,True
8370,KIYO BANK LTD,1961100.0,49100.0,True
8377,HOKUHOKU FINANCIAL,3529400.0,88400.0,True
8381,SAN-IN GODO BANK,3694600.0,92500.0,True
8386,HYAKUJUSHI BANK,2310300.0,57900.0,True
8387,SHIKOKU BANK,926600.0,23200.0,True
8388,AWA BANK,874200.0,21900.0,True
8392,OITA BANK,1846900.0,46200.0,True
8393,MIYAZAKI BANK,1728200.0,43300.0,True
8395,BK OF SAGA,370100.0,9300.0,True
8399,BK OF RYUKYUS,1256200.0,31500.0,True
8410,SEVEN BANK,18503900.0,463400.0,True
8411,MIZUHO FINL GP,82134000.0,2056800.0,True
8418,YAMAGUCHI FINANCIA,5788500.0,145000.0,True
8424,FUYO GENERAL LEASE,1629400.0,40800.0,True
8425,MIZUHO LEASING CO,4435200.0,111100.0,True
8439,TOKYO CENTURY CORP,4412300.0,110500.0,True
8473,SBI HOLDINGS INC,20748000.0,519600.0,True
8511,JAPAN SECS FINANCE,2046500.0,51200.0,True
8522,BANK OF NAGOYA,1106600.0,27700.0,True
8524,NORTH PACIFIC BANK,7626800.0,191000.0,True
8541,EHIME BANK,861700.0,21600.0,True
8544,KEIYO BANK,2550500.0,63900.0,True
8550,TOCHIGI BANK,3193900.0,80000.0,True
8551,KITA-NIPPON BANK,184500.0,4600.0,True
8558,TOWA BANK,1122700.0,28100.0,True
8566,RICOH LEASING,560300.0,14000.0,True
8570,AEON FINANCIAL SER,3389300.0,84900.0,True
8572,ACOM CO,10534700.0,263800.0,True
8584,JACCS CO LTD,707000.0,17700.0,True
8585,ORIENT CORP,2311700.0,57900.0,True
8591,ORIX CORP,35275500.0,883400.0,True
8593,MITSUBISHI HC CAP.,29592700.0,741100.0,True
8595,JAFCO GROUP CO LTD,1580800.0,39600.0,True
8600,TOMONY HOLDINGS IN,5639400.0,141200.0,True
8601,DAIWA SECS GROUP,42251000.0,1057100.0,True
8604,NOMURA HOLDINGS,96922100.0,2427100.0,True
8609,OKASAN SECURITIES,4664500.0,116800.0,True
8613,MARUSAN SECURITIES,1963900.0,49200.0,True
8614,TOYO SECURITIES CO,1821600.0,45600.0,True
8616,TOKAI TOKYO F HLDG,6986900.0,175000.0,True
8622,MITO SECURITIES CO,1619700.0,40600.0,True
8624,ICHIYOSHI SECS CO,1105300.0,27700.0,True
8628,MATSUI SECURITIES,4068000.0,101900.0,True
8630,SOMPO HOLDINGS INC,29317000.0,734100.0,True
8697,JAPAN EXCHANGE GP,32378400.0,810800.0,True
8698,MONEX GROUP INC,6204700.0,155400.0,True
8706,KYOKUTO SECURITIES,808200.0,20200.0,True
8707,IWAICOSMO HLDGS,616800.0,15400.0,True
8708,AIZAWA SECS GP CO,620300.0,15500.0,True
8713,FIDEA HOLDINGS,610100.0,15300.0,True
8714,SENSHU IKEDA HLDGS,8188400.0,205100.0,True
8715,ANICOM HOLDINGS,1847800.0,46300.0,True
8725,MS&AD INS GP HLDGS,36801100.0,921600.0,True
8729,SONY FINANCIAL GR,195797400.0,4903100.0,True
8739,SPARX GROUP CO.LTD,651300.0,16300.0,True
8750,DAIICHI LIFE GP,113649400.0,2846000.0,True
8766,TOKIO MARINE HLDG,60690800.0,1519800.0,True
8771,EGUARANTEE INC.,914600.0,22900.0,True
8793,NEC CAPITAL SOLUTI,290000.0,7300.0,True
8795,T&D HOLDINGS INC,13126200.0,328700.0,True
8798,ADVANCE CREATE CO,503900.0,12600.0,True
8801,MITSUI FUDOSAN CO,85314100.0,2136400.0,True
8802,MITSUBISHI ESTATE,35290900.0,883700.0,True
8803,HEIWA REAL ESTATE,1114300.0,27900.0,True
8804,TOKYO TATEMONO CO,5128000.0,128400.0,True
8818,KEIHANSHIN BUILD,1750600.0,43800.0,True
8830,SUMITOMO RLTY&DEV,16784300.0,420300.0,True
8841,TOC CO LTD,1051900.0,26300.0,True
8848,LEOPALACE 21 CORP,5247100.0,131400.0,True
8850,STARTS CORPORATION,1089400.0,27300.0,True
8860,FUJI CORP LTD,743400.0,18600.0,True
8864,AIRPORT FACILITIES,816000.0,20400.0,True
8869,MEIWA ESTATE CO,473000.0,11800.0,True
8871,GOLDCREST CO LTD,320800.0,8000.0,True
8876,RELO GROUP INC,2743900.0,68700.0,True
8877,ESLEAD CORPORATION,277500.0,6900.0,True
8881,NISSHIN GROUP HLDG,947200.0,23700.0,True
8892,ES-CON JAPAN LTD,1325800.0,33200.0,True
8897,MIRARTH HLDGS INC,3710300.0,92900.0,True
8918,LAND CO LTD,38097700.0,954000.0,True
8919,KATITAS CO LTD,1586700.0,39700.0,True
8920,TOSHO CO LTD,515300.0,12900.0,True
8923,TOSEI CORPORATION,1967500.0,49300.0,True
8934,SUN FRONTIER FUDOS,925200.0,23200.0,True
8935,FJ NEXT HOLDINGS C,543600.0,13600.0,True
8999,GRANDY HOUSE CORPO,552700.0,13800.0,True
9001,TOBU RAILWAY CO,6190400.0,155000.0,True
9003,SOTETSU HOLDINGS,2309900.0,57800.0,True
9005,TOKYU CORP,15407100.0,385800.0,True
9006,KEIKYU CORPORATION,6799300.0,170300.0,True
9007,ODAKYU ELEC RLWY,9085900.0,227500.0,True
9008,KEIO CORPORATION,13135600.0,328900.0,True
9009,KEISEI ELEC RY CO,10434400.0,261300.0,True
9010,FUJI KYUKO CO LTD,738200.0,18500.0,True
9020,EAST JAPAN RAILWAY,33056200.0,827800.0,True
9021,WEST JAPAN RAILWAY,14296000.0,358000.0,True
9022,CENTRAL JAPAN RLWY,24685500.0,618200.0,True
9023,TOKYO METRO CO LTD,9544900.0,239000.0,True
9024,SEIBU HOLDINGS INC,6168600.0,154500.0,True
9025,KONOIKE TRANSPORT,1021300.0,25600.0,True
9031,NISHI NIPPON RR CO,1734400.0,43400.0,True
9037,HAMAKYOREX CO LTD,1875100.0,47000.0,True
9039,SAKAI MOVING SERVI,759000.0,19000.0,True
9041,KINTETSU GROUP HOL,6410500.0,160500.0,True
9042,HANKYU HANSHIN HLD,7892300.0,197600.0,True
9044,NANKAI CO LTD,2735200.0,68500.0,True
9045,KEIHAN HOLDINGS CO,3112600.0,77900.0,True
9046,KOBE ELEC RAILWAY,162600.0,4100.0,True
9048,NAGOYA RAILROAD CO,6613600.0,165600.0,True
9052,SANYO ELEC RAILWAY,450500.0,11300.0,True
9064,YAMATO HOLDINGS CO,7272500.0,182100.0,True
9065,SANKYU INC,1304400.0,32700.0,True
9068,MARUZEN SHOWA UNYU,369700.0,9300.0,True
9069,SENKO GROUP HOLDIN,4332000.0,108500.0,True
9072,NIKKON HLDG CO,2551500.0,63900.0,True
9075,FUKUYAMA TRANSPORT,615100.0,15400.0,True
9076,SEINO HOLDINGS,2944800.0,73700.0,True
9081,KANAGAWA CHUO KOTS,169500.0,4200.0,True
9090,AZ-COM MARUWA HLDG,1855800.0,46500.0,True
9101,NIPPON YUSEN KK,11810900.0,295800.0,True
9104,MITSUI O.S.K.LINES,11392200.0,285300.0,True
9107,KAWASAKI KISEN KAI,12894300.0,322900.0,True
9110,NS UNITED KAIUN KA,376000.0,9200.0,True
9119,IINO KAIUN KAISHA,2196900.0,55000.0,True
9142,KYUSHU RAILWAY COR,4506400.0,112800.0,True
9143,SG HOLDINGS CO LTD,10048100.0,251600.0,True
9147,NIPPON EXPRESS HLD,6536200.0,163700.0,True
9201,JAPAN AIRLINES CO,13718000.0,343500.0,True
9202,ANA HOLDINGS INC,16283100.0,407800.0,True
9216,BEWITH INC,258000.0,6500.0,True
9229,SUNWELS CO LTD,473700.0,11500.0,True
9247,TRE HLDGS CORP,1415200.0,35400.0,True
9248,PEOPLE DREAMS & TE,232200.0,5800.0,True
