SNAPSHOT_DATE,GROUP,CATEGORY,RANK,CODE,NAME,VALUE
20260907,PASSIVE,BUY_STOCK,3,9434.0,ソフトバンク,187705.522463
20260907,PASSIVE,BUY_STOCK,4,8316.0,三井住友フィナンシャルグループ,75500.0
20260907,PASSIVE,BUY_STOCK,5,8309.0,三井住友トラストグループ,53800.918944000005
20260907,PASSIVE,SELL_STOCK,1,9432.0,ＮＴＴ,-846803.284039
20260907,PASSIVE,SELL_STOCK,2,9434.0,ソフトバンク,-509600.0
20260907,PASSIVE,SELL_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,-202900.738197
20260907,PASSIVE,SELL_STOCK,4,7203.0,トヨタ自動車,-160700.700534
20260907,PASSIVE,SELL_STOCK,5,9984.0,ソフトバンクグループ,-129000.482087
20260907,PASSIVE,BUY_SECTOR,1,,銀行業,805111.919434
20260907,PASSIVE,BUY_SECTOR,2,,情報・通信業,639521.705014
20260907,PASSIVE,BUY_SECTOR,3,,電気機器,238221.073692
20260907,PASSIVE,BUY_SECTOR,4,,卸売業,154800.24954
20260907,PASSIVE,BUY_SECTOR,5,,輸送用機器,139515.227093
20260907,PASSIVE,SELL_SECTOR,1,,情報・通信業,-1766314.989722
20260907,PASSIVE,SELL_SECTOR,2,,電気機器,-803291.117327
20260907,PASSIVE,SELL_SECTOR,3,,銀行業,-622814.613277
20260907,PASSIVE,SELL_SECTOR,4,,卸売業,-464721.796429
20260907,PASSIVE,SELL_SECTOR,5,,輸送用機器,-463817.64892
20260908,ALL,BUY_STOCK,1,9432.0,ＮＴＴ,573302.246993
20260908,ALL,BUY_STOCK,2,9434.0,ソフトバンク,473301.533453
20260908,ALL,BUY_STOCK,3,8306.0,三菱ＵＦＪフィナンシャル・グループ,162700.117131
20260908,ALL,BUY_STOCK,4,5401.0,日本製鉄,132900.568919
20260908,ALL,BUY_STOCK,5,4689.0,ＬＩＮＥヤフー,81400.790034
20260908,ALL,SELL_STOCK,1,9432.0,ＮＴＴ,-380916.232222
20260908,ALL,SELL_STOCK,2,9434.0,ソフトバンク,-227899.628234
20260908,ALL,SELL_STOCK,3,8053.0,住友商事,-113700.0
20260908,ALL,SELL_STOCK,4,7267.0,本田技研工業,-91318.168184
20260908,ALL,SELL_STOCK,5,8306.0,三菱ＵＦＪフィナンシャル・グループ,-83932.073906
20260908,ALL,BUY_SECTOR,1,,情報・通信業,1262306.565282
20260908,ALL,BUY_SECTOR,2,,銀行業,547502.453766
20260908,ALL,BUY_SECTOR,3,,輸送用機器,389602.960533
20260908,ALL,BUY_SECTOR,4,,電気機器,291232.855467
20260908,ALL,BUY_SECTOR,5,,化学,232588.509908
20260908,ALL,SELL_SECTOR,1,,情報・通信業,-771324.780494
20260908,ALL,SELL_SECTOR,2,,電気機器,-332946.006629
20260908,ALL,SELL_SECTOR,3,,卸売業,-297646.260332
20260908,ALL,SELL_SECTOR,4,,銀行業,-268155.146082
20260908,ALL,SELL_SECTOR,5,,輸送用機器,-253253.161549
20260908,ACTIVE,BUY_STOCK,1,2914.0,日本たばこ産業,16000.0
20260908,ACTIVE,BUY_STOCK,2,6417.0,ＳＡＮＫＹＯ,14300.0
20260908,ACTIVE,BUY_STOCK,3,7936.0,アシックス,11000.0
20260908,ACTIVE,BUY_STOCK,4,9744.0,メイテックグループホールディングス,9600.0
20260908,ACTIVE,BUY_STOCK,5,6098.0,リクルートホールディングス,8000.0
20260908,ACTIVE,SELL_STOCK,1,8053.0,住友商事,-76000.0
