ETF_CODE,ETF_NAME_JP,ETF_TYPE,PROVIDER,NET_FLOW,TOP_BUY_STOCK,TOP_BUY_CHANGE,TOP_SELL_STOCK,TOP_SELL_CHANGE
1626,NEXT FUNDS TOPIX-17 IT & SERVICES OTHERS ETF,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
1627,NEXT FUNDS TOPIX-17 ELECTRIC POWER & GAS ETF,PASSIVE,NEXT FUNDS,326800.0,東京電力ホールディングス,83800.0,0,0.0
1628,NEXT FUNDS TOPIX-17 TRANSPORTATION & LOGISTICS ETF,PASSIVE,NEXT FUNDS,210700.0,東日本旅客鉄道,22200.0,0,0.0
1629,NEXT FUNDS TOPIX-17 COMMERCIAL & WHOLESALE TRADE ETF,PASSIVE,NEXT FUNDS,1200.0,伊藤忠商事,300.0,0,0.0
1630,NEXT FUNDS TOPIX-17 RETAIL TRADE ETF,PASSIVE,NEXT FUNDS,-304200.0,0,0.0,イオン,-45000.0
1631,NEXT FUNDS TOPIX-17 BANKS ETF,PASSIVE,NEXT FUNDS,-124900.0,0,0.0,三菱ＵＦＪフィナンシャル・グループ,-41000.0
1632,NEXT FUNDS TOPIX-17 FINANCIALS (EX BANKS) ETF,PASSIVE,NEXT FUNDS,-822000.0,0,0.0,ソニーフィナンシャルグループ,-196600.0
1633,NEXT FUNDS TOPIX-17 REAL ESTATE ETF,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
1651,iFreeETF TOPIX High Dividend Yield 40 Index,PASSIVE,iFree,0.0,0,0.0,0,0.0
1652,iFreeETF MSCI Japan Empowering Women Index (WIN),PASSIVE,iFree,0.0,0,0.0,0,0.0
1653,iFreeETF MSCI Japan ESG Select Leaders Index,PASSIVE,iFree,0.0,0,0.0,0,0.0
1654,iFreeETF FTSE JPX Blossom Japan Index,PASSIVE,iFree,0.0,0,0.0,0,0.0
1655,iShares S&P 500 ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
1656,iShares Core 7-10 Year US Treasury Bond ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
1657,iShares Core MSCI Kokusai ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
1658,iShares Core MSCI Emerging Markets IMI ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
1659,iShares US REIT ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
1660,MAXIS High Yield J-REIT ETF,PASSIVE,MAXIS,0.0,0,0.0,0,0.0
1677,Listed Index Fund International Bond (Citi WGBI) Monthly Dividend Payment Type,PASSIVE,Other,0.0,0,0.0,0,0.0
1678,NEXT FUNDS Nifty Linked Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
1680,Listed Index Fund International Developed Countries Equity (MSCI-KOKUSAI),PASSIVE,Other,0.0,0,0.0,0,0.0
1681,Listed Index Fund International Emerging Countries Equity (MSCI EMERGING),PASSIVE,Other,0.0,0,0.0,0,0.0
1698,Listed Index Fund Japan High Dividend (TSE Dividend Focus 100),PASSIVE,Other,0.0,0,0.0,0,0.0
1699,NEXT FUNDS NOMURA Crude Oil Long Index Linked Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
170A,SMT ETF Japan Equity Income Strategy Active,ACTIVE,Other,-534.6940439999987,0,0.0,ＮＴＴ,-118.05289900000209
178A,Global X Innovative Bluechip Top 10+ ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
179A,Global X 25+ Year T-Bond ETF (JPY Hedged),PASSIVE,Global X,0.0,0,0.0,0,0.0
180A,Global X 25+ Year T-Bond ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
181A,MAXIS US Treasury Bond 1-3 Year ETF (Unhedged),PASSIVE,MAXIS,0.0,0,0.0,0,0.0
182A,MAXIS US Treasury Bond 20+ Year ETF (Unhedged),PASSIVE,MAXIS,0.0,0,0.0,0,0.0
183A,MAXIS US Treasury Bond 20+ Year ETF (JPY Hedged),PASSIVE,MAXIS,0.0,0,0.0,0,0.0
188A,Global X India Top 10+ ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
200A,NEXT FUNDS Nikkei Semiconductor Stock Index Exchange Traded Fund,PASSIVE,NEXT FUNDS,18200.0,ルネサスエレクトロニクス,4000.0,0,0.0
2011,SMDAM Active ETF Japan High Dividend Equity,PASSIVE,Other,0.0,0,0.0,0,0.0
2012,iShares 0-3 Month US Treasury Bond ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2013,iShares US High Dividend ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2014,iShares US Dividend Growth ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2015,iFreeETF US Treasury 7-10 year (NON-HEDGE),PASSIVE,iFree,0.0,0,0.0,0,0.0
2016,iFreeETF US Treasury 7-10 year (JP HEDGE),PASSIVE,iFree,0.0,0,0.0,0,0.0
2017,iFreeETF JPX Prime 150,PASSIVE,iFree,0.0,0,0.0,0,0.0
2018,Global X US REIT Top 20 ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2019,Global X U.S. Preferred Security ETF (Bi-monthly dividend type),PASSIVE,Global X,0.0,0,0.0,0,0.0
2080,PBR Improvement over 1x ETF,PASSIVE,Other,0.0,0,0.0,0,0.0
2081,Strategic Shareholding Disposal Promotion ETF,PASSIVE,Other,0.0,0,0.0,0,0.0
2082,Investor-Management Unite as One ETF,PASSIVE,One ETF,0.0,0,0.0,0,0.0
2083,NEXT FUNDS Japan Growth Equity Active Exchange Traded Fund,ACTIVE,NEXT FUNDS,-2100.0,いすゞ自動車,3400.0,第一三共,-2900.0
2084,NEXT FUNDS Japan High Dividend Equity Active Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2085,MAXIS High Dividend Japan Equity Actively Managed ETF,PASSIVE,MAXIS,0.0,0,0.0,0,0.0
2086,NZAM S&P 500 in TTM Rates JPY Hedged Index,PASSIVE,Other,0.0,0,0.0,0,0.0
2087,NZAM NASDAQ-100 Notional Net Total Return Index,PASSIVE,Other,0.0,0,0.0,0,0.0
2088,NZAM Dow Jones Industrial Average JPY Hedged (TTM) (Japan Calendar),PASSIVE,Other,0.0,0,0.0,0,0.0
2089,NZAM DAX Index,PASSIVE,Other,0.0,0,0.0,0,0.0
2090,NZAM Bloomberg US Treasury 7-10 year Index,PASSIVE,Other,0.0,0,0.0,0,0.0
2091,NZAM Bloomberg German Treasury 7-10 year Index,PASSIVE,Other,0.0,0,0.0,0,0.0
2092,NZAM Bloomberg France Treasury 7-10 year Index,PASSIVE,Other,0.0,0,0.0,0,0.0
2093,Listed Tracers US Government Bond 0-2years Ladder (No Currency Hedge),PASSIVE,Other,0.0,0,0.0,0,0.0
2094,TSE REIT Inverse ETF,PASSIVE,Other,0.0,0,0.0,0,0.0
2095,Global X S&P 500 Dividend Aristocrats ETF (JPY Hedged),PASSIVE,Global X,0.0,0,0.0,0,0.0
2096,Global X Office J-REIT ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2097,Global X Residential J-REIT ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2098,Global X Hotel & Retail J-REIT ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
210A,iFreeETF Nikkei High Yield REIT Index,PASSIVE,iFree,0.0,0,0.0,0,0.0
213A,Listed Index Fund Nikkei Semiconductor Stock,PASSIVE,Other,0.0,0,0.0,0,0.0
221A,MAXIS Nikkei Semiconductor Stock (Japan) ETF,PASSIVE,MAXIS,949.8050410000278,ルネサスエレクトロニクス,210.08313000001365,0,0.0
2235,Listed Index Fund US Equity (Dow Average) No Currency Hedge,PASSIVE,Other,0.0,0,0.0,0,0.0
2236,Global X S&P 500 Dividend Aristocrats ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2237,iFreeETF S&P500 Leveraged (2x),PASSIVE,iFree,0.0,0,0.0,0,0.0
2238,iFreeETF S&P500 Inverse,PASSIVE,iFree,0.0,0,0.0,0,0.0
2239,Listed Index Fund S&P500 Futures Leveraged Two Times,PASSIVE,Other,0.0,0,0.0,0,0.0
223A,Global X Artificial Intelligence & Technology ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2240,Listed Index Fund S&P500 Futures Inverse,PASSIVE,Other,0.0,0,0.0,0,0.0
2241,MAXIS NY Dow Industrial Average ETF,PASSIVE,MAXIS,0.0,0,0.0,0,0.0
2242,MAXIS NY Dow Industrial Average ETF (JPY Hedged),PASSIVE,MAXIS,0.0,0,0.0,0,0.0
2243,Global X Semiconductor ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2244,Global X US Tech Top 20 ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2245,NEXT FUNDS Bloomberg Germany Treasury Bond (7-10 year) Index (Yen-Hedged) Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2247,iFreeETF S&P500 (NON HEDGED),PASSIVE,iFree,0.0,0,0.0,0,0.0
2248,iFreeETF S&P500 (JPY HEDGED),PASSIVE,iFree,0.0,0,0.0,0,0.0
2249,iFreeETF S&P500 Double Inverse (-2x),PASSIVE,iFree,0.0,0,0.0,0,0.0
224A,Global X Uranium ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2250,iShares MSCI Japan Climate Action ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2251,NEXT FUNDS JPX JGB Futures Double Inverse Index Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2252,Global X Morningstar US Small Mid Moat ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2253,Global X SuperDividend U.S. ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2254,Global X China Electric Vehicle and Battery ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2255,iShares 20+ Year US Treasury Bond ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2256,iShares US Aggregate Bond ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2257,iShares USD Investment Grade Corporate Bond ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2258,iShares USD High Yield Corporate Bond ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2259,iShares 7-10 Year France Government Bond JPY Hedged ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
233A,iFreeETF Nifty50,PASSIVE,iFree,0.0,0,0.0,0,0.0
234A,Global X MSCI Japan Cash Flow Kings ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
235A,Global X Japan High Dividend 30 ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
236A,iShares 7-10 Year Japan Government Bond ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
237A,iShares 25+ Year US Treasury Bond Long Duration ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
238A,iShares 25+ Year US Treasury Bond Long Duration JPY Hedged ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2510,NEXT FUNDS Japan Bond NOMURA-BPI Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2511,NEXT FUNDS International Bond FTSE World Government Bond Index (ex Japan Unhedged) Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2512,NEXT FUNDS International Bond FTSE World Government Bond Index (ex Japan Yen-Hedged) Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2513,NEXT FUNDS International Equity MSCI-KOKUSAI (Unhedged) Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2514,NEXT FUNDS International Equity MSCI-KOKUSAI (Yen-Hedged) Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2515,NEXT FUNDS International REIT S&P Developed REIT Index (ex Japan Unhedged) Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2516,TSE Mothers ETF,PASSIVE,Other,4800.0,アンジェス,400.0,0,0.0
2517,MAXIS J-REIT Core ETF,PASSIVE,MAXIS,0.0,0,0.0,0,0.0
2518,NEXT FUNDS MSCI Japan Empowering Women Select Index Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2519,NEXT FUNDS Emerging Market Bond J.P. Morgan EMBI Plus (Unhedged) Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2520,NEXT FUNDS Emerging Market Equity MSCI-EM (Unhedged) Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2521,Listed Index Fund US Equity (S&P500) Currency Hedge,PASSIVE,Other,0.0,0,0.0,0,0.0
2522,iShares Automation & Robot ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2523,MAXIS TOPIX Ex-Financials ETF,PASSIVE,MAXIS,0.0,0,0.0,0,0.0
2524,NZAM ETF TOPIX,PASSIVE,Other,0.0,0,0.0,0,0.0
2525,NZAM ETF Nikkei 225,PASSIVE,Other,0.0,0,0.0,0,0.0
2526,NZAM ETF JPX-Nikkei 400,PASSIVE,Other,0.0,0,0.0,0,0.0
2527,NZAM ETF J-REIT Core Index,PASSIVE,Other,0.0,0,0.0,0,0.0
2528,iFreeETF Tokyo Stock Exchange REIT Core Index,PASSIVE,iFree,0.0,0,0.0,0,0.0
2529,NEXT FUNDS Nomura Shareholder Yield 70 Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2552,Listed Index Fund J-REIT (Tokyo Stock Exchange REIT Index) Bi-Monthly Dividend Payment Type (Mini),PASSIVE,Other,0.0,0,0.0,0,0.0
2553,One ETF Southern China A-Share CSI 500,PASSIVE,One ETF,0.0,0,0.0,0,0.0
2554,NEXT FUNDS Bloomberg Barclays US Intermediate Corporate Index (JPY Hedged) Exchange Traded Fund,PASSIVE,NEXT FUNDS,0.0,0,0.0,0,0.0
2555,TSE REIT ETF,PASSIVE,Other,0.0,0,0.0,0,0.0
2556,One ETF Tokyo Stock Exchange REIT Index,PASSIVE,One ETF,0.0,0,0.0,0,0.0
2557,SMDAM TOPIX ETF,PASSIVE,Other,1000.0,ユー・エム・シー・エレクトロニクス,1000.0,0,0.0
2558,MAXIS S&P500 US Equity,PASSIVE,MAXIS,0.0,0,0.0,0,0.0
2559,MAXIS World Equity (MSCI ACWI),PASSIVE,MAXIS,0.0,0,0.0,0,0.0
2560,MAXIS Carbon Efficient Japan Equity ETF,PASSIVE,MAXIS,0.0,0,0.0,0,0.0
2561,iShares Core Japan Government Bond ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2562,Listed Index Fund US Equity (Dow Average) Currency Hedge,PASSIVE,Other,0.0,0,0.0,0,0.0
2563,iShares S&P 500 JPY Hedged ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2564,Global X MSCI SuperDividend Japan ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2565,Global X Logistics J-REIT ETF,PASSIVE,Global X,0.0,0,0.0,0,0.0
2566,Listed Index Fund Nikkei ESG-REIT,PASSIVE,Other,0.0,0,0.0,0,0.0
2567,NZAM ETF S&P JPX Carbon Efficient Index,PASSIVE,Other,0.0,0,0.0,0,0.0
2568,Listed Index Fund US Equity (NASDAQ100) No Currency Hedge,PASSIVE,Other,0.0,0,0.0,0,0.0
2569,Listed Index Fund US Equity (NASDAQ100) Currency Hedge,PASSIVE,Other,0.0,0,0.0,0,0.0
257A,SMT ETF Selected Japan Equity Active,ACTIVE,Other,3400.189229000001,ＮＴＴ,1034.907073000002,0,0.0
258A,SMT ETF Selected J-REIT Active,PASSIVE,Other,0.0,0,0.0,0,0.0
2620,iShares 1-3 Year US Treasury Bond ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2621,iShares 20+ Year US Treasury Bond JPY Hedged ETF,PASSIVE,iShares,0.0,0,0.0,0,0.0
2624,iFreeETF Nikkei225 (Quarterly Dividend Type),PASSIVE,iFree,0.0,0,0.0,0,0.0
2625,iFreeETF TOPIX (Quarterly Dividend Type),PASSIVE,iFree,0.0,0,0.0,0,0.0
